iter	MultiClass
0	1.030659605
1	0.9841525588
2	0.9108442625
3	0.8620756164
4	0.8123831805
5	0.7731179957
6	0.7325478123
7	0.695573057
8	0.6528842608
9	0.6166691037
10	0.5917107013
11	0.5651385893
12	0.5370216173
13	0.5108978158
14	0.4916526434
15	0.4691177651
16	0.4495343391
17	0.4326256864
18	0.4128629086
19	0.3971925231
20	0.3838389876
21	0.3703626179
22	0.3574755369
23	0.3442762501
24	0.3323287612
25	0.319883932
26	0.3100245321
27	0.3008309596
2828	0.3129330129	29	0.3043842930	0.2741396946
31	31	0.2882780632	32	0.2808063033	0.2523725932
34	34	0.2653816935	35	0.2585978036	36	0.2534068137	37	0.2471804938	38	0.2414228739	39	0.2358170840	40	0.2296908541	41	0.2244301742	42	0.2191488443	43	0.2136083999
44	0.2088818618
45	0.2035928846	46	0.1993695847	47	0.1957572448	48	0.1916204649	49	0.188281925050	0.1855040375151	0.1813870945252	0.1779271244
53	0.173481402
54	0.1703805773
55	0.1666523236
56	0.1636704531
57	0.1609705345
58	0.1586599397
59	0.155667354660	0.1531352677661	0.1506746698662	0.1475132395663	0.1444260053664	0.1420364952665	0.139724573366	0.1151293055
67	0.1128822004
68	0.1105928976
69	0.1090406084
70	0.1062519645
71	0.104887679
72	0.1022712641
73	0.09993043941
74	0.09793899037
75	0.09592643496
76	0.09430109193
77	0.092274824
78	0.09098364892
79	0.08934678523
80	0.08762913453
81	0.08602982	0.182	0.0848283	0.1083	0.083084	0.10584	0.08185	0.104085	0.0886	0.1020186	0.07871662995
87	0.07729949388
88	0.0758669118
89	0.07436380644
90	0.07329877658
91	0.07223245126
92	0.07088813123
93	0.06967130488
94	095	0.0902034195	0.06704165674
96	097	0.0884029997	0.06485320665
98	0.06413688215
99	0100	0.0841842100	0.06240504758
101	0.06142586965
102	0.06073398451
103	0.05989439556
104	0.05895532206
105	0.05806365448
106	0.05717547521
107	0.05633780909
108	0.05557029836
109	0.0550998256
110	0.05442457065
111	0.05361423589
112	0.05285013616
113	0.05222882123
114	0.05157588087
115	0.05097918265
116	0.050293279
117	0.04961080176
118	0.0489744607
119	0.04831490659
120	0.04766224853
121	0.04731759581
122	0.04673733115
123	0.04612970038
124	0.04558714683
125	0.04511440153
126	0.04457454935
127	0.04401191357
128	0.04359275066
129	0.04309081367
130	0.04244235928
131	0.04199448862
132	0.04159920317
133	0.0411955987
134	0.04059648756
135	0.0401494356
136	0.03979282337
137	0.03941683703
138	0.03902298395
139	0.03854877399
140	0.03823631638
141	0.03789823549
142	0.03755617993
143	0.03716866871
144	0.03678905145
145	0.03659861446
146	0.03633972773
147	0.0360264355
148	0.03579227674
149	0.03554063786
150	0.03527986136
151	0.03499975676
152	0.0347044793
153	0.03426179216
154	0.03391692011
155	0.03361355434
156	0.03333398398
157	0.03306790649
158	0.03276467631
159	0.03245107204
160	0.03219460651
161	0.03190971567
162	0.03166288551
163	0.03136941923
164	0.03099951156
165	0.03076397682
166	0.03053677791
167	0.03031414945
168	0.03002818969
169	0.02981455068
170	0.02958117213
171	0.02939082937
172	0.02919195657
173	0.02898095236
174	0.02879782908
175	0.02857531238
176	0.02840608021
177	0.02820579854
178	0.02805252518
179	0.02786153759
180	0.02762874081
181	0.0273944701
182	0.02720628402
183	0.02702350315
184	0.02674089948
185	0.0265622165
186	0.02641676414
187	0.02621831096
188	0.02598793662
189	0.02579800165
190	0.02564320421
191	0.0253867688
192	0.02520882206
193	0.02505737431
194	0.02481187609
195	0.02457101489
196	0.02440754909
197	0.02425537613
198	0.02412800309
199	0.0240143177
200	0.02384556083
201	0.02370139006
202	0.02356269549
203	0.02342327534
204	0.02328784345
205	0.02313307908
206	0.02299872114
207	0.02286460231
208	0.02269657852
209	0.02256701127
210	0.02243894911
211	0.02231294735
212	0.02215650243
213	0.02203926158
214	0.02191887184
215	0.02177215434
216	0.02170442625
217	0.02159823636
218	0.02146798151
219	0.02131833029
220	0.02120265167
221	0.02107364985
222	0.0209469689
223	0.02083525644
224	0.02071423483
225	0.02060980046
226	0.02049032988
227	0.02038884686
228	0.02031131528
229	0.02018782987
230	0.02005470649
231	0.01995872214
232	0.01985684924
233	0.01976114009
234	0.01967351455
235	0.01956644335
236	0.01946858571
237	0.01937462799
238	0.01927856436
239	0.0191742085
240	0.01908763179
241	0.0189936412
242	0.01888094239
243	0.01880476682
244	0.0187015943
245	0.0186218621
246	0.01855694862
247	0.01844569921
248	0.01835838768
249	0.01824932326
250	0.01817882164
251	0.01809054139
252	0.01799530154
253	0.01789127454
254	0.01779461613
255	0.01771327395
256	0.01762580617
257	0.01756487389
258	0.01746140656
259	0.01740848778
260	0.01733032625
261	0.01725580419
262	0.01717839409
